Neighborhood,ARREST_YEAR,ARREST_QUARTER,#_ARRESTS,ARREST_CHANGE
Chelsea - Clinton,2010,1,6103,-4.086122898004086
Chelsea - Clinton,2010,2,6144,0.6718007537276749
Chelsea - Clinton,2010,3,5768,-6.119791666666666
Chelsea - Clinton,2011,0,5813,0.7801664355062413
Chelsea - Clinton,2011,1,6109,5.092035093755376
Chelsea - Clinton,2011,2,5618,-8.037321983958094
Chelsea - Clinton,2011,3,5631,0.2313990744037024
Chelsea - Clinton,2012,0,5885,4.510744095187356
Chelsea - Clinton,2012,1,5459,-7.23874256584537
Chelsea - Clinton,2012,2,5660,3.6819930390181352
Chelsea - Clinton,2012,3,5374,-5.053003533568905
Chelsea - Clinton,2013,0,6069,12.932638630442872
Chelsea - Clinton,2013,1,5951,-1.9443071346185534
Chelsea - Clinton,2013,2,5960,0.1512350865400773
Chelsea - Clinton,2013,3,6426,7.818791946308725
Chelsea - Clinton,2014,0,6476,0.778089013383131
Chelsea - Clinton,2014,1,6527,0.7875231624459543
Chelsea - Clinton,2014,2,6499,-0.4289872835912364
Chelsea - Clinton,2014,3,5700,-12.294199107555007
Chelsea - Clinton,2015,0,5415,-5.0
Chelsea - Clinton,2015,1,5350,-1.2003693444136658
Chelsea - Clinton,2015,2,5731,7.121495327102803
Chelsea - Clinton,2015,3,5520,-3.681730937009248
Chelsea - Clinton,2016,0,5133,-7.010869565217391
Chelsea - Clinton,2016,1,4704,-8.357685563997661
Chelsea - Clinton,2016,2,4549,-3.2950680272108848
Chelsea - Clinton,2016,3,4463,-1.8905253901956476
Chelsea - Clinton,2017,0,4231,-5.198297109567555
Chelsea - Clinton,2017,1,4505,6.476010399432758
Chelsea - Clinton,2017,2,4415,-1.9977802441731412
Chelsea - Clinton,2017,3,4240,-3.9637599093997737
Chelsea - Clinton,2018,0,4022,-5.1415094339622645
Chelsea - Clinton,2018,1,3550,-11.735454997513676
Chelsea - Clinton,2018,2,3359,-5.380281690140845
Chelsea - Clinton,2018,3,2908,-13.426615064007144
Chelsea - Clinton,2019,0,2836,-2.4759284731774414
Chelsea - Clinton,2019,1,2791,-1.5867418899858956
Chelsea - Clinton,2019,2,2778,-0.46578287352203507
Chelsea - Clinton,2019,3,2431,-12.491000719942406
Chelsea - Clinton,2020,0,2184,-10.16042780748663
Chelsea - Clinton,2020,1,1531,-29.899267399267398
Chelsea - Clinton,2020,2,1594,4.11495754408883
Chelsea - Clinton,2020,3,3012,88.95859473023839
Chelsea - Clinton,2021,0,2135,-29.11686586985392
Chelsea - Clinton,2021,1,2024,-5.1990632318501175
Chelsea - Clinton,2021,2,2652,31.027667984189723
Chelsea - Clinton,2021,3,2178,-17.873303167420815
Chelsea - Clinton,2022,0,2494,14.508723599632692
Chelsea - Clinton,2022,1,2722,9.141940657578187
Chelsea - Clinton,2022,2,2686,-1.322556943423953
Chelsea - Clinton,2022,3,3004,11.839166046165301
Chelsea - Clinton,2023,0,2899,-3.4953395472703064
Chelsea - Clinton,2023,1,3345,15.384615384615385
Coney Island - Sheepshead Bay,2006,0,1994,
Coney Island - Sheepshead Bay,2006,1,2061,3.3600802407221666
Coney Island - Sheepshead Bay,2006,2,2016,-2.1834061135371177
Coney Island - Sheepshead Bay,2006,3,2087,3.5218253968253967
Coney Island - Sheepshead Bay,2007,0,2217,6.229036895064686
Coney Island - Sheepshead Bay,2007,1,2278,2.751465944970681
Coney Island - Sheepshead Bay,2007,2,1992,-12.554872695346795
Coney Island - Sheepshead Bay,2007,3,1830,-8.132530120481928
Coney Island - Sheepshead Bay,2008,0,2172,18.688524590163937
Coney Island - Sheepshead Bay,2008,1,2270,4.511970534069982
Coney Island - Sheepshead Bay,2008,2,1928,-15.066079295154186
Coney Island - Sheepshead Bay,2008,3,1793,-7.0020746887966805
Coney Island - Sheepshead Bay,2009,0,2158,20.356943669827103
Coney Island - Sheepshead Bay,2009,1,2299,6.533827618164969
Coney Island - Sheepshead Bay,2009,2,2264,-1.5224010439321443
Coney Island - Sheepshead Bay,2009,3,1814,-19.87632508833922
Coney Island - Sheepshead Bay,2010,0,1985,9.426681367144432
Coney Island - Sheepshead Bay,2010,1,2012,1.3602015113350125
Coney Island - Sheepshead Bay,2010,2,2167,7.703777335984095
Coney Island - Sheepshead Bay,2010,3,1782,-17.766497461928935
Coney Island - Sheepshead Bay,2011,0,1940,8.866442199775532
Coney Island - Sheepshead Bay,2011,1,2065,6.443298969072164
Coney Island - Sheepshead Bay,2011,2,1845,-10.653753026634384
Coney Island - Sheepshead Bay,2011,3,1687,-8.56368563685637
Coney Island - Sheepshead Bay,2012,0,2073,22.880853586247778
Coney Island - Sheepshead Bay,2012,1,2258,8.924264351181863
Coney Island - Sheepshead Bay,2012,2,1806,-20.017714791851198
Coney Island - Sheepshead Bay,2012,3,1288,-28.68217054263566
Coney Island - Sheepshead Bay,2013,0,1968,52.79503105590062
Coney Island - Sheepshead Bay,2013,1,2192,11.38211382113821
Coney Island - Sheepshead Bay,2013,2,1817,-17.107664233576642
Coney Island - Sheepshead Bay,2013,3,1761,-3.0820033021463953
Coney Island - Sheepshead Bay,2014,0,1864,5.848949460533787
Coney Island - Sheepshead Bay,2014,1,2178,16.84549356223176
Coney Island - Sheepshead Bay,2014,2,2196,0.8264462809917356
Coney Island - Sheepshead Bay,2014,3,1752,-20.21857923497268
Coney Island - Sheepshead Bay,2015,0,1725,-1.5410958904109588
Coney Island - Sheepshead Bay,2015,1,2265,31.30434782608696
Coney Island - Sheepshead Bay,2015,2,2222,-1.8984547461368653
Coney Island - Sheepshead Bay,2015,3,1844,-17.01170117011701
Coney Island - Sheepshead Bay,2016,0,1962,6.399132321041215
Coney Island - Sheepshead Bay,2016,1,1881,-4.128440366972478
Coney Island - Sheepshead Bay,2016,2,1706,-9.303561935140882
Coney Island - Sheepshead Bay,2016,3,1688,-1.0550996483001172
Coney Island - Sheepshead Bay,2017,0,1744,3.3175355450236967
Coney Island - Sheepshead Bay,2017,1,1927,10.493119266055045
Coney Island - Sheepshead Bay,2017,2,1550,-19.564089257913857
Coney Island - Sheepshead Bay,2017,3,1594,2.838709677419355
Coney Island - Sheepshead Bay,2018,0,1569,-1.5683814303638646
Coney Island - Sheepshead Bay,2018,1,1569,0.0
Coney Island - Sheepshead Bay,2018,2,1451,-7.520713830465264
Coney Island - Sheepshead Bay,2018,3,1338,-7.787732598208132
Coney Island - Sheepshead Bay,2019,0,1440,7.623318385650224
Coney Island - Sheepshead Bay,2019,1,1351,-6.180555555555555
Coney Island - Sheepshead Bay,2019,2,1370,1.4063656550703183
Coney Island - Sheepshead Bay,2019,3,1090,-20.437956204379564
Coney Island - Sheepshead Bay,2020,0,1158,6.238532110091743
Coney Island - Sheepshead Bay,2020,1,754,-34.887737478411054
Coney Island - Sheepshead Bay,2020,2,798,5.835543766578249
Coney Island - Sheepshead Bay,2020,3,1082,35.58897243107769
Coney Island - Sheepshead Bay,2021,0,1040,-3.8817005545286505
Coney Island - Sheepshead Bay,2021,1,902,-13.26923076923077
Coney Island - Sheepshead Bay,2021,2,915,1.441241685144124
Coney Island - Sheepshead Bay,2021,3,1006,9.94535519125683
Coney Island - Sheepshead Bay,2022,0,1238,23.061630218687874
Coney Island - Sheepshead Bay,2022,1,1364,10.177705977382875
Coney Island - Sheepshead Bay,2022,2,1039,-23.826979472140764
Coney Island - Sheepshead Bay,2022,3,882,-15.110683349374398
Coney Island - Sheepshead Bay,2023,0,1242,40.816326530612244
Coney Island - Sheepshead Bay,2023,1,1418,14.170692431561996
Crotona - Tremont,2006,0,3836,
Crotona - Tremont,2006,1,3855,0.49530761209593327
Crotona - Tremont,2006,2,3778,-1.9974059662775614
Crotona - Tremont,2006,3,4490,18.84595023822128
Crotona - Tremont,2007,0,5160,14.92204899777283
Crotona - Tremont,2007,1,4891,-5.213178294573644
Crotona - Tremont,2007,2,4558,-6.808423635248416
Crotona - Tremont,2007,3,4660,2.237823606845107
Crotona - Tremont,2008,0,5240,12.446351931330472
Crotona - Tremont,2008,1,4821,-7.9961832061068705
Crotona - Tremont,2008,2,4569,-5.22713130056005
Crotona - Tremont,2008,3,4256,-6.850514335740862
Crotona - Tremont,2009,0,4691,10.220864661654137
Crotona - Tremont,2009,1,4713,0.46898315924109996
Crotona - Tremont,2009,2,4585,-2.715892213027795
Crotona - Tremont,2009,3,4338,-5.387131952017448
Crotona - Tremont,2010,0,4384,1.0603964960811434
Crotona - Tremont,2010,1,4457,1.6651459854014599
Crotona - Tremont,2010,2,4072,-8.638097374915862
Crotona - Tremont,2010,3,3869,-4.985265225933203
Crotona - Tremont,2011,0,4158,7.469630395451022
Crotona - Tremont,2011,1,3966,-4.617604617604617
Crotona - Tremont,2011,2,3576,-9.833585476550681
Crotona - Tremont,2011,3,3774,5.5369127516778525
Crotona - Tremont,2012,0,4269,13.116057233704293
Crotona - Tremont,2012,1,3840,-10.049191848208011
Crotona - Tremont,2012,2,3832,-0.20833333333333334
Crotona - Tremont,2012,3,3111,-18.815240083507305
Crotona - Tremont,2013,0,3514,12.95403407264545
Crotona - Tremont,2013,1,3876,10.301650540694366
Crotona - Tremont,2013,2,3674,-5.21155830753354
Crotona - Tremont,2013,3,3355,-8.682634730538922
Crotona - Tremont,2014,0,3617,7.8092399403874815
Crotona - Tremont,2014,1,3793,4.8659109759469175
Crotona - Tremont,2014,2,3774,-0.5009227524387029
Crotona - Tremont,2014,3,3024,-19.87281399046105
Crotona - Tremont,2015,0,2860,-5.423280423280423
Crotona - Tremont,2015,1,3208,12.167832167832168
Crotona - Tremont,2015,2,3319,3.4600997506234417
Crotona - Tremont,2015,3,2700,-18.65019584212112
Crotona - Tremont,2016,0,2820,4.444444444444445
Crotona - Tremont,2016,1,2949,4.574468085106383
Crotona - Tremont,2016,2,2900,-1.6615801966768398
Crotona - Tremont,2016,3,2793,-3.689655172413793
Crotona - Tremont,2017,0,2609,-6.587898317221626
Crotona - Tremont,2017,1,2396,-8.164047527788425
Crotona - Tremont,2017,2,2551,6.469115191986645
Crotona - Tremont,2017,3,2553,0.07840062720501764
Crotona - Tremont,2018,0,2746,7.559733646690169
Crotona - Tremont,2018,1,2691,-2.002913328477786
Crotona - Tremont,2018,2,2411,-10.405053883314753
Crotona - Tremont,2018,3,2171,-9.954375777685607
Crotona - Tremont,2019,0,2347,8.106863196683555
Crotona - Tremont,2019,1,2142,-8.734554750745632
Crotona - Tremont,2019,2,1961,-8.450046685340803
Crotona - Tremont,2019,3,1748,-10.861805201427844
Crotona - Tremont,2020,0,1822,4.233409610983982
Crotona - Tremont,2020,1,1152,-36.77277716794731
Crotona - Tremont,2020,2,1105,-4.079861111111112
Crotona - Tremont,2020,3,1497,35.47511312217195
Crotona - Tremont,2021,0,1481,-1.068804275217101
Crotona - Tremont,2021,1,1349,-8.912896691424713
Crotona - Tremont,2021,2,1499,11.11934766493699
Crotona - Tremont,2021,3,1479,-1.33422281521014
Crotona - Tremont,2022,0,1380,-6.693711967545639
Crotona - Tremont,2022,1,1586,14.927536231884059
Crotona - Tremont,2022,2,1805,13.808322824716267
Crotona - Tremont,2022,3,1963,8.753462603878116
Crotona - Tremont,2023,0,2256,14.926133469179828
Crotona - Tremont,2023,1,2376,5.319148936170213
Downtown - Heights - Park Slope,2006,0,3115,
Downtown - Heights - Park Slope,2006,1,3140,0.8025682182985553
Downtown - Heights - Park Slope,2006,2,3226,2.7388535031847137
Downtown - Heights - Park Slope,2006,3,3011,-6.66460012399256
Downtown - Heights - Park Slope,2007,0,3189,5.9116572567253405
Downtown - Heights - Park Slope,2007,1,3080,-3.417999372844152
Downtown - Heights - Park Slope,2007,2,2998,-2.662337662337662
Downtown - Heights - Park Slope,2007,3,2809,-6.304202801867912
Downtown - Heights - Park Slope,2008,0,3051,8.615165539337841
Downtown - Heights - Park Slope,2008,1,2947,-3.4087184529662404
Downtown - Heights - Park Slope,2008,2,2929,-0.6107906345436036
Downtown - Heights - Park Slope,2008,3,2845,-2.867872994195971
Downtown - Heights - Park Slope,2009,0,3297,15.887521968365553
Downtown - Heights - Park Slope,2009,1,3350,1.6075219896875947
Downtown - Heights - Park Slope,2009,2,3029,-9.582089552238807
Downtown - Heights - Park Slope,2009,3,3045,0.5282271376691978
Downtown - Heights - Park Slope,2010,0,3178,4.3678160919540225
Downtown - Heights - Park Slope,2010,1,3331,4.814348646947765
Downtown - Heights - Park Slope,2010,2,3177,-4.623236265385771
Downtown - Heights - Park Slope,2010,3,2957,-6.924771797293043
Downtown - Heights - Park Slope,2011,0,3383,14.406493067297937
Downtown - Heights - Park Slope,2011,1,3420,1.093703813183565
Downtown - Heights - Park Slope,2011,2,2955,-13.596491228070176
Downtown - Heights - Park Slope,2011,3,2797,-5.346869712351946
Downtown - Heights - Park Slope,2012,0,3353,19.878441186986056
Downtown - Heights - Park Slope,2012,1,3463,3.280644199224575
Downtown - Heights - Park Slope,2012,2,3151,-9.009529309846954
Downtown - Heights - Park Slope,2012,3,2589,-17.83560774357347
Downtown - Heights - Park Slope,2013,0,2928,13.093858632676708
Downtown - Heights - Park Slope,2013,1,2933,0.17076502732240437
Downtown - Heights - Park Slope,2013,2,2851,-2.7957722468462327
Downtown - Heights - Park Slope,2013,3,2790,-2.1396001403016487
Downtown - Heights - Park Slope,2014,0,3096,10.967741935483872
Downtown - Heights - Park Slope,2014,1,3192,3.10077519379845
Downtown - Heights - Park Slope,2014,2,2887,-9.55513784461153
Downtown - Heights - Park Slope,2014,3,2584,-10.495323865604433
Downtown - Heights - Park Slope,2015,0,2749,6.385448916408669
Downtown - Heights - Park Slope,2015,1,2797,1.746089487086213
Downtown - Heights - Park Slope,2015,2,2830,1.1798355380765104
Downtown - Heights - Park Slope,2015,3,2712,-4.169611307420495
Downtown - Heights - Park Slope,2016,0,3120,15.04424778761062
Downtown - Heights - Park Slope,2016,1,2938,-5.833333333333333
Downtown - Heights - Park Slope,2016,2,2821,-3.982300884955752
Downtown - Heights - Park Slope,2016,3,3005,6.5225097483162005
Downtown - Heights - Park Slope,2017,0,3000,-0.16638935108153077
Downtown - Heights - Park Slope,2017,1,2706,-9.8
Downtown - Heights - Park Slope,2017,2,2744,1.4042867701404287
Downtown - Heights - Park Slope,2017,3,2549,-7.106413994169096
Downtown - Heights - Park Slope,2018,0,2521,-1.0984699882306788
Downtown - Heights - Park Slope,2018,1,2131,-15.470051566838555
Downtown - Heights - Park Slope,2018,2,2250,5.584232754575317
Downtown - Heights - Park Slope,2018,3,1861,-17.28888888888889
Downtown - Heights - Park Slope,2019,0,1906,2.418054809242343
Downtown - Heights - Park Slope,2019,1,2074,8.814270724029381
Downtown - Heights - Park Slope,2019,2,1932,-6.846673095467695
Downtown - Heights - Park Slope,2019,3,1573,-18.58178053830228
Downtown - Heights - Park Slope,2020,0,1359,-13.604577240940877
Downtown - Heights - Park Slope,2020,1,1003,-26.19573215599706
Downtown - Heights - Park Slope,2020,2,835,-16.749750747756732
Downtown - Heights - Park Slope,2020,3,454,-45.628742514970064
Downtown - Heights - Park Slope,2021,0,1143,151.76211453744492
Downtown - Heights - Park Slope,2021,1,1057,-7.52405949256343
Downtown - Heights - Park Slope,2021,2,1294,22.42194891201514
Downtown - Heights - Park Slope,2021,3,1420,9.73724884080371
Downtown - Heights - Park Slope,2022,0,2241,57.816901408450704
Downtown - Heights - Park Slope,2022,1,2196,-2.0080321285140563
Downtown - Heights - Park Slope,2022,2,1597,-27.27686703096539
Downtown - Heights - Park Slope,2022,3,1263,-20.91421415153413
Downtown - Heights - Park Slope,2023,0,2043,61.75771971496437
Downtown - Heights - Park Slope,2023,1,2013,-1.4684287812041115
East Flatbrush - Flatbrush,2006,0,3293,
East Flatbrush - Flatbrush,2006,1,3261,-0.9717582751290618
East Flatbrush - Flatbrush,2006,2,3312,1.5639374425023
East Flatbrush - Flatbrush,2006,3,3095,-6.5519323671497585
East Flatbrush - Flatbrush,2007,0,3779,22.10016155088853
East Flatbrush - Flatbrush,2007,1,3613,-4.39269648055041
East Flatbrush - Flatbrush,2007,2,3701,2.435649045114863
East Flatbrush - Flatbrush,2007,3,3314,-10.456633342339908
East Flatbrush - Flatbrush,2008,0,3663,10.531080265540133
East Flatbrush - Flatbrush,2008,1,3387,-7.534807534807535
East Flatbrush - Flatbrush,2008,2,3189,-5.845881310894597
East Flatbrush - Flatbrush,2008,3,3001,-5.895264973345876
East Flatbrush - Flatbrush,2009,0,3558,18.560479840053315
East Flatbrush - Flatbrush,2009,1,3658,2.810567734682406
East Flatbrush - Flatbrush,2009,2,3743,2.3236741388737014
East Flatbrush - Flatbrush,2009,3,3375,-9.831685813518568
East Flatbrush - Flatbrush,2010,0,3772,11.762962962962963
East Flatbrush - Flatbrush,2010,1,4009,6.283138918345705
East Flatbrush - Flatbrush,2010,2,3576,-10.800698428535794
East Flatbrush - Flatbrush,2010,3,3239,-9.42393736017897
East Flatbrush - Flatbrush,2011,0,3437,6.112997838839148
East Flatbrush - Flatbrush,2011,1,3681,7.099214431189991
East Flatbrush - Flatbrush,2011,2,3364,-8.611790274381962
East Flatbrush - Flatbrush,2011,3,3026,-10.04756242568371
East Flatbrush - Flatbrush,2012,0,3699,22.24058162590879
East Flatbrush - Flatbrush,2012,1,3398,-8.137334414706677
East Flatbrush - Flatbrush,2012,2,3429,0.9123013537374927
East Flatbrush - Flatbrush,2012,3,2540,-25.925925925925924
East Flatbrush - Flatbrush,2013,0,3133,23.346456692913385
East Flatbrush - Flatbrush,2013,1,3453,10.213852537503989
East Flatbrush - Flatbrush,2013,2,3575,3.5331595713871997
East Flatbrush - Flatbrush,2013,3,3247,-9.174825174825175
East Flatbrush - Flatbrush,2014,0,3593,10.655990144749
East Flatbrush - Flatbrush,2014,1,3840,6.874478151962149
East Flatbrush - Flatbrush,2014,2,3780,-1.5625
East Flatbrush - Flatbrush,2014,3,3051,-19.28571428571429
East Flatbrush - Flatbrush,2015,0,3204,5.014749262536873
East Flatbrush - Flatbrush,2015,1,3385,5.6491885143570535
East Flatbrush - Flatbrush,2015,2,3024,-10.66469719350074
East Flatbrush - Flatbrush,2015,3,2851,-5.720899470899471
East Flatbrush - Flatbrush,2016,0,2998,5.156085584005612
East Flatbrush - Flatbrush,2016,1,2618,-12.675116744496332
East Flatbrush - Flatbrush,2016,2,2688,2.6737967914438503
East Flatbrush - Flatbrush,2016,3,2715,1.0044642857142858
East Flatbrush - Flatbrush,2017,0,2672,-1.583793738489871
East Flatbrush - Flatbrush,2017,1,2566,-3.967065868263473
East Flatbrush - Flatbrush,2017,2,2424,-5.533904910366329
East Flatbrush - Flatbrush,2017,3,2580,6.435643564356436
East Flatbrush - Flatbrush,2018,0,2499,-3.1395348837209305
East Flatbrush - Flatbrush,2018,1,2290,-8.363345338135254
East Flatbrush - Flatbrush,2018,2,2218,-3.14410480349345
East Flatbrush - Flatbrush,2018,3,2067,-6.807935076645627
East Flatbrush - Flatbrush,2019,0,2027,-1.9351717464925013
East Flatbrush - Flatbrush,2019,1,2058,1.5293537247163296
East Flatbrush - Flatbrush,2019,2,1897,-7.8231292517006805
East Flatbrush - Flatbrush,2019,3,1639,-13.6004217185029
East Flatbrush - Flatbrush,2020,0,1514,-7.6266015863331305
East Flatbrush - Flatbrush,2020,1,1051,-30.58124174372523
East Flatbrush - Flatbrush,2020,2,911,-13.320647002854425
East Flatbrush - Flatbrush,2020,3,1016,11.525795828759605
East Flatbrush - Flatbrush,2021,0,1378,35.62992125984252
East Flatbrush - Flatbrush,2021,1,1179,-14.44121915820029
East Flatbrush - Flatbrush,2021,2,1399,18.6598812553011
East Flatbrush - Flatbrush,2021,3,1346,-3.7884203002144385
East Flatbrush - Flatbrush,2022,0,1092,-18.87072808320951
East Flatbrush - Flatbrush,2022,1,1311,20.054945054945055
East Flatbrush - Flatbrush,2022,2,1591,21.35774218154081
East Flatbrush - Flatbrush,2022,3,1838,15.52482715273413
East Flatbrush - Flatbrush,2023,0,1776,-3.373231773667029
East Flatbrush - Flatbrush,2023,1,1838,3.4909909909909906
East Harlem,2006,0,3401,
East Harlem,2006,1,3091,-9.11496618641576
East Harlem,2006,2,3369,8.993853121967001
East Harlem,2006,3,3284,-2.523003858711784
East Harlem,2007,0,3747,14.098660170523752
East Harlem,2007,1,3397,-9.340805978115826
East Harlem,2007,2,3455,1.7073888725345894
East Harlem,2007,3,3284,-4.949348769898697
East Harlem,2008,0,3908,19.00121802679659
East Harlem,2008,1,3363,-13.94575230296827
East Harlem,2008,2,3303,-1.784121320249777
East Harlem,2008,3,3205,-2.966999697244929
East Harlem,2009,0,3825,19.34477379095164
East Harlem,2009,1,3635,-4.967320261437909
East Harlem,2009,2,3458,-4.869325997248968
East Harlem,2009,3,3218,-6.940427993059572
East Harlem,2010,0,3780,17.464263517712865
East Harlem,2010,1,3929,3.9417989417989423
East Harlem,2010,2,3729,-5.090353779587682
East Harlem,2010,3,3592,-3.673907213730222
East Harlem,2011,0,3831,6.653674832962138
East Harlem,2011,1,3592,-6.238580005220569
East Harlem,2011,2,3121,-13.112472160356347
East Harlem,2011,3,2989,-4.229413649471323
East Harlem,2012,0,3763,25.894948143191705
East Harlem,2012,1,3716,-1.2490034546904065
East Harlem,2012,2,3590,-3.3907427341227128
East Harlem,2012,3,2982,-16.935933147632312
East Harlem,2013,0,3600,20.72434607645875
East Harlem,2013,1,3641,1.1388888888888888
East Harlem,2013,2,3580,-1.675363911013458
East Harlem,2013,3,3390,-5.307262569832402
East Harlem,2014,0,3632,7.1386430678466075
East Harlem,2014,1,3553,-2.1751101321585904
East Harlem,2014,2,3296,-7.233323951590205
East Harlem,2014,3,2724,-17.354368932038835
East Harlem,2015,0,2673,-1.8722466960352422
East Harlem,2015,1,2979,11.447811447811448
East Harlem,2015,2,3264,9.566968781470292
East Harlem,2015,3,2764,-15.318627450980394
East Harlem,2016,0,2820,2.0260492040520983
East Harlem,2016,1,2736,-2.9787234042553195
East Harlem,2016,2,2610,-4.605263157894736
East Harlem,2016,3,2260,-13.409961685823754
East Harlem,2017,0,2502,10.707964601769913
East Harlem,2017,1,2637,5.39568345323741
East Harlem,2017,2,2487,-5.688282138794084
East Harlem,2017,3,2417,-2.814636107760354
East Harlem,2018,0,2204,-8.812577575506825
East Harlem,2018,1,2131,-3.3121597096188746
East Harlem,2018,2,2228,4.551853589863914
East Harlem,2018,3,1845,-17.190305206463197
East Harlem,2019,0,1853,0.43360433604336046
East Harlem,2019,1,1864,0.5936319481921208
East Harlem,2019,2,1769,-5.0965665236051505
East Harlem,2019,3,1538,-13.058224985867723
East Harlem,2020,0,1455,-5.396618985695708
East Harlem,2020,1,942,-35.25773195876289
East Harlem,2020,2,745,-20.912951167728238
East Harlem,2020,3,680,-8.724832214765101
East Harlem,2021,0,1205,77.20588235294117
East Harlem,2021,1,999,-17.095435684647303
East Harlem,2021,2,1077,7.807807807807808
East Harlem,2021,3,1358,26.090993500464254
East Harlem,2022,0,1331,-1.9882179675994107
East Harlem,2022,1,1442,8.339594290007513
East Harlem,2022,2,1303,-9.639389736477115
East Harlem,2022,3,1434,10.053722179585572
East Harlem,2023,0,1362,-5.02092050209205
East Harlem,2023,1,1545,13.43612334801762
East New York,2006,0,3205,
East New York,2006,1,3253,1.497659906396256
East New York,2006,2,2957,-9.099292960344298
East New York,2006,3,3246,9.773419005749071
East New York,2007,0,3606,11.090573012939002
East New York,2007,1,3515,-2.52357182473655
East New York,2007,2,4047,15.135135135135137
East New York,2007,3,3514,-13.170249567580925
East New York,2008,0,4003,13.915765509391006
East New York,2008,1,3879,-3.0976767424431677
East New York,2008,2,3693,-4.795050270688321
East New York,2008,3,3561,-3.5743298131600327
East New York,2009,0,4384,23.11148553777029
East New York,2009,1,4262,-2.7828467153284673
East New York,2009,2,4233,-0.680431722196152
East New York,2009,3,3698,-12.638790455941413
East New York,2010,0,4243,14.737696051919958
East New York,2010,1,4483,5.6563752062220125
East New York,2010,2,4400,-1.8514387686816864
East New York,2010,3,4003,-9.022727272727273
East New York,2011,0,4681,16.93729702722958
East New York,2011,1,4651,-0.640888698995941
East New York,2011,2,4294,-7.675768651902816
East New York,2011,3,3845,-10.456450861667443
East New York,2012,0,4423,15.032509752925877
East New York,2012,1,4419,-0.09043635541487678
East New York,2012,2,4512,2.104548540393754
East New York,2012,3,3460,-23.31560283687943
East New York,2013,0,4010,15.895953757225435
East New York,2013,1,4211,5.012468827930175
East New York,2013,2,3817,-9.356447399667537
East New York,2013,3,3293,-13.728058684831018
East New York,2014,0,3810,15.699969632553904
East New York,2014,1,3900,2.3622047244094486
East New York,2014,2,3877,-0.5897435897435898
East New York,2014,3,2711,-30.074800103172556
East New York,2015,0,2991,10.328292143120619
East New York,2015,1,3370,12.671347375459712
East New York,2015,2,3356,-0.4154302670623145
East New York,2015,3,2607,-22.31823599523242
East New York,2016,0,2844,9.090909090909092
East New York,2016,1,2779,-2.2855133614627285
East New York,2016,2,2536,-8.74415257286794
East New York,2016,3,2199,-13.288643533123029
East New York,2017,0,2269,3.1832651205093225
East New York,2017,1,2190,-3.4817100044072276
East New York,2017,2,2040,-6.8493150684931505
East New York,2017,3,1999,-2.0098039215686274
East New York,2018,0,1856,-7.153576788394197
East New York,2018,1,1960,5.603448275862069
East New York,2018,2,1690,-13.77551020408163
East New York,2018,3,1529,-9.526627218934912
East New York,2019,0,1611,5.362982341399607
East New York,2019,1,1507,-6.455617628801987
East New York,2019,2,1523,1.06171201061712
East New York,2019,3,1356,-10.965200262639527
East New York,2020,0,1205,-11.135693215339233
East New York,2020,1,875,-27.385892116182575
East New York,2020,2,765,-12.571428571428573
East New York,2020,3,749,-2.091503267973856
East New York,2021,0,1072,43.1241655540721
East New York,2021,1,1003,-6.436567164179105
East New York,2021,2,1072,6.879361914257228
East New York,2021,3,1152,7.462686567164178
East New York,2022,0,1483,28.73263888888889
East New York,2022,1,1577,6.33850303438975
East New York,2022,2,1493,-5.3265694356372855
East New York,2022,3,1623,8.7073007367716
East New York,2023,0,1812,11.645101663585953
East New York,2023,1,1958,8.057395143487858
Flushing - Clearview,2006,0,1454,
Flushing - Clearview,2006,1,1298,-10.729023383768913
Flushing - Clearview,2006,2,1219,-6.086286594761171
Flushing - Clearview,2006,3,1266,3.855619360131255
Flushing - Clearview,2007,0,1343,6.082148499210111
Flushing - Clearview,2007,1,1234,-8.116157855547282
Flushing - Clearview,2007,2,1181,-4.294975688816856
Flushing - Clearview,2007,3,1059,-10.330228619813717
Flushing - Clearview,2008,0,1180,11.425873465533522
Flushing - Clearview,2008,1,1250,5.932203389830509
Flushing - Clearview,2008,2,1224,-2.08
Flushing - Clearview,2008,3,1246,1.7973856209150325
Flushing - Clearview,2009,0,1378,10.593900481540931
Flushing - Clearview,2009,1,1276,-7.402031930333817
Flushing - Clearview,2009,2,1116,-12.539184952978054
Flushing - Clearview,2009,3,1183,6.003584229390681
Flushing - Clearview,2010,0,1248,5.4945054945054945
Flushing - Clearview,2010,1,1252,0.3205128205128205
Flushing - Clearview,2010,2,1259,0.5591054313099041
Flushing - Clearview,2010,3,1242,-1.3502779984114377
Flushing - Clearview,2011,0,1581,27.294685990338163
Flushing - Clearview,2011,1,1444,-8.66540164452878
Flushing - Clearview,2011,2,1193,-17.382271468144044
Flushing - Clearview,2011,3,1350,13.160100586756077
Flushing - Clearview,2012,0,1468,8.74074074074074
Flushing - Clearview,2012,1,1459,-0.6130790190735695
Flushing - Clearview,2012,2,1318,-9.664153529814943
Flushing - Clearview,2012,3,1116,-15.326251896813353
Flushing - Clearview,2013,0,1359,21.774193548387096
Flushing - Clearview,2013,1,1438,5.813097866077999
Flushing - Clearview,2013,2,1314,-8.6230876216968
Flushing - Clearview,2013,3,1283,-2.359208523592085
Flushing - Clearview,2014,0,1274,-0.7014809041309431
